judul,isi,kategori
Prabowo Umumkan 10 Pahlawan Nasional Termasuk Soeharto Hari Ini,"Jakarta, CNN Indonesia -- Presiden RI Prabowo Subianto akan mengumumkan 10 nama penerima gelar pahlawan nasional pada Senin (10/11) hari ini. ""Besok, Insya Allah akan diumumkan. Kurang lebih 10 nama,"" kata Mensesneg Prasetyo Hadi di Kertanegara, Jakarta, Minggu (9/11). Daftar 10 pahlawan nasional itu muncul dari total 49 nama yang diusulkan. Ketua Dewan Gelar, Tanda Jasa, dan Tanda Kehormatan Fadli Zon menyebut 40 nama merupakan usulan baru, sedangkan 9 lainnya merupakan carry over dari tahun sebelumnya. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Dari 10 nama yang akan mendapatkan gelar pahlawan nasional itu, Pras memastikan Presiden ke-2 RI Soeharto akan jadi salah satunya. Lihat Juga : Istana Ungkap Alasan Soeharto Resmi Dapat Gelar Pahlawan Nasional Pras mengatakan Soeharto dinilai berhak mendapat gelar pahlawan nasional karena jasanya membangun bangsa Indonesia dalam 32 tahun kepemimpinannya. ""Sekali lagi, sebagaimana kemarin juga kami sampaikan, itu kan bagian dari bagaimana kita menghormati para pendahulu, terutama para pemimpin kita, yang apapun sudah pasti memiliki jasa yang luar biasa terhadap bangsa dan negara,"" kata Pras. Terpisah, Fadli Zon juga menyebut Soeharto dinilai layak menyandang pahlawan nasional karena terlibat di sejumlah operasi militer dulu, ia mencontohkan saat melawan Belanda di Serangan Umum 1 Maret 1949 dan operasi pembebasan Irian Barat alias Trikora pada 1960-an. Namun, Fadli membantah bahwa Soeharto terlibat pembantaian terhadap orang yang dituduh PKI atau terafiliasi dengan PKI pasca G30S 1965. Lihat Juga : Gus Mus Kritik Rencana Pemberian Gelar Pahlawan Nasional Soeharto Selain Soeharto, sosok lain yang diisukan akan mendapatkan gelar pahlawan nasional pada hari ini ialah Presiden ke-4 RI Abdurrachman Wahid alias Gus Dur serta aktivis buruh di rezim Soeharto, Marsinah. Beberapa waktu lalu, Fadli Zon mengatakan mereka memenuhi syarat untuk mendapatkan gelar pahlawan nasional. Khusus bagi Soeharto, usulannya mendapatkan gelar pahlawan nasional ini menuai kontroversi. Salah satunya dari Gerakan Masyarakat Sipil Adili Soeharto (GEMAS) yang menyatakan usulan itu merupakan langkah yang mengecewakan. ""Hari ini Kemensos lewat menterinya juga sudah mengirimkan usulan nama yang diserahkan kepada Dewan Gelar, Tanda Jasa, dan Tanda Kehormatan. Tentu ini sebuah langkah yang mengecewakan tapi juga tidak mengagetkan,"" ujar Koordinator KontraS Dimas Bagus Arya selaku perwakilan dari koalisi saat dihubungi, Selasa (21/10). Kritik juga datang dari Mustasyar Pengurus Besar Nahdlatul Ulama KH Ahmad Mustofa Bisri (Gus Mus) yang menolak rencana itu. ""Saya paling tidak setuju kalau Soeharto dijadikan Pahlawan Nasional,"" kata Gus Mus di kediamannya di Leteh, Rembang, Jawa Tengah, dilansir dari NU Online, Minggu (9/11). Ia menceritakan banyak ulama pesantren dan NU diperlakukan tidak adil selama Soeharto berkuasa. ""Banyak kiai yang dimasukin sumur, papan nama NU tidak boleh dipasang, yang suruh dipasang banyak dirobohin oleh bupati-bupati. Adik saya sendiri, Kiai Adib Bisri akhirnya keluar dari PNS karena dipaksa masuk Golkar,"" katanya. Lihat Juga : Prabowo Umumkan 10 Pahlawan Nasional Besok, Termasuk Soeharto Mengenai pro dan kontra itu, Mensesneg Prasetyo Hadi mengatakan hal itu merupakan sesuatu yang lumrah terjadi dalam kehidupan berdemokrasi. Namun, ia mengajak seluruh pihak memandang suatu hal dari segi positifnya. Terlebih, jika berkenaan dengan pemimpin terdahulu. Ia mengatakan kita sebagai penerus bangsa harus menghormati jasa mereka. ""Jadi begini, mengenai gelar pahlawan itu tentunya melalui semua prosedur. Bahwa ada pro kontra, bahwa ada yang mungkin setuju mungkin tidak itu bagian dari aspirasi,"" kata Pras di Istana Kepresidenan Jakarta, Jumat (7/11). Lihat Juga : Daftar 40 Nama Calon Pahlawan Nasional yang Diusulkan Tahun 2025 (mnf/dal)",Nasional > Politik
Demokrat Dukung Wacana Soeharto dan Gus Dur Jadi Pahlawan Nasional,"Jakarta, CNN Indonesia -- Partai Demokrat mendukung rencana pemerintah menganugerahkan gelar Pahlawan Nasional kepada sejumlah tokoh, termasuk Presiden ke-2 Soeharto dan Presiden ke-4 Abdurrahman Wahid (Gus Dur). Ketua Umum Partai Demokrat, Agus Harimurti Yudhoyono (AHY) menyebut keputusan itu sebagai langkah penting untuk menyatukan sejarah dan menghormati semua kontribusi besar dalam perjalanan bangsa. ""Bangsa yang besar adalah bangsa yang menghormati jasa para pendahulunya. Gus Dur dan Pak Harto, dengan segala kelebihan dan kekurangannya, telah memberikan sumbangsih luar biasa bagi Indonesia semasa hidupnya,"" kata AHY dalam keterangan tertulis, Minggu (9/11). ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Menurut AHY, pengakuan negara terhadap jasa para presiden terdahulu merupakan tanda kedewasaan bangsa dalam melihat sejarah secara utuh dan adil, tanpa terjebak pada perbedaan politik masa lalu. Lihat Juga : Prabowo Umumkan 10 Pahlawan Nasional Besok, Termasuk Soeharto ""Setiap era memiliki tantangan dan konteksnya sendiri. Tugas kita hari ini adalah melanjutkan perjuangan mereka, memperkuat persatuan, menegakkan keadilan, dan memastikan rakyat hidup sejahtera,"" kata AHY. Ia mencontohkan ketika menjabat sebagai Presiden RI, SBY juga memberikan gelar pahlawan nasional kepada Presiden ke-1 Soekarno. ""Tentu ada pro dan kontra, tetapi Bapak SBY ketika itu melihatnya secara komprehensif melalui mekanisme yang berlaku. Sebagai manusia biasa, Bung Karno pasti ada kekurangan juga, tetapi kontribusinya kepada negara, tidak mungkin dilupakan. Itulah yang membuat Pak SBY yakin untuk memberikan gelar Pahlawan Nasional kepada Bung Karno,"" kata AHY. Nama Soeharto dan Gus Dur masuk dalam usulan yang akan mendapat gelar pahlawan nasional pada tahun ini. Adanya nama Soeharto itu menimbulkan pro dan kontra. Lihat Juga : Terduga Pelaku Bawa 7 Peledak ke SMAN 72, Empat Meledak di Dua Lokasi Belakangan, Presiden Prabowo Subianto disebut akan mengumumkan 10 nama pahlawan nasional di Istana Negara bertepatan di Hari Pahlawan, Senin (10/11) besok. Menteri Sekretaris Negara Prasetyo Hadi menyatakan satu di antara 10 nama pahlawan baru itu adalah Presiden ke-2 RI Soeharto. ""Besok, insya allah akan diumumkan. Kurang lebih 10 nama. [Soeharto] Ya, masuk, masuk,"" ujar Prasetyo di Kertanegara, Jakarta, Minggu (9/11). (yoa/pta)",Nasional > Politik
Isi Rapat Prabowo Bareng Menteri hingga Kapolri di Kertanegara,"Jakarta, CNN Indonesia -- Juru Bicara Istana sekaligus Menteri Sekretaris Negara Prasetyo Hadi mengungkap sejumlah pembahasan dalam rapat yang digelar di kediaman pribadi Presiden Prabowo Subianto di Kertanegara, Jakarta Selatan, Minggu (9/11). Prasetyo mengatakan dalam rapat itu, Prabowo menerima laporan soal masalah pertahanan dan penertiban kawasan hutan dari Satgas Penertiban Kawasan Hutan (PKH). Satgas itu baru saja menertibkan tambang nikel ilegal di Morowali, Sulawesi Tengah. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT ""Dengan Menteri Pertahanan, Panglima TNI dan Wakil Panglima karena beliau ingin mendapatkan update berkenaan dengan masalah pertahanan dan terutama laporan sekembalinya beliau semua dari Morowali, jadi ini seperti di Bangka Belitung, jadi Satgas Penertiban Kawasan Hutan yang sekarang juga sudah mulai untuk menertibkan tambang-tambang kita, sumber daya alam yang kita miliki,"" kata Prasetyo. Lihat Juga : Istana Ungkap Alasan Soeharto Resmi Dapat Gelar Pahlawan Nasional Dalam rapat itu, Prabowo menerima laporan dari Kapolri Jenderal Listyo Sigit Prabowo terkait ledakan di SMAN 72 Jakarta. Prasetyo mengatakan Prabowo menyampaikan terima kasih kepada Polri karena penanganan korban dan pengamanan TKP dilakukan dengan cepat. Prabowo juga menekankan peristiwa itu menjadi peringatan bagi semua pihak. ""Jadi tadi beliau juga menyampaikan bahwa kita memang perlu menumbuhkan kembali kepedulian sosial, menghidupkan kembali kehidupan bermasyarakat kita, beliau juga tadi membahas bagaimana karang taruna harus aktif kembali, pramuka harus aktif kembali,"" katanya. Selain itu, rapat turut membahas finalisasi pemberian gelar pahlawan nasional yang rencananya akan diumumkan pada Senin (10/11). ""Bapak Presiden mendapatkan masukan dari Ketua MPR, kemudian juga dari Wakil Ketua DPR, karena memang cara bekerja beliau, beliau menugaskan beberapa untuk berkomunikasi dengan para tokoh, mendapatkan masukan dari berbagai pihak sehingga diharapkan apa yang nanti diputuskan oleh bapak presiden, oleh pemerintah itu, sudah melalui berbagai masukan,"" ujarnya. Lihat Juga : Terduga Pelaku Bawa 7 Peledak ke SMAN 72, Empat Meledak di Dua Lokasi (yoa/dal) [Gambas:Video CNN]",Nasional > Politik
Surya Paloh Belum Mau PAW Sahroni dan Nafa Urbach Usai Sanksi MKD,"Jakarta, CNN Indonesia -- Ketua Umum Partai NasDem Surya Paloh menghormati putusan yang dijatuhkan Mahkamah Kehormatan Dewan (MKD) DPR RI kepada dua politikus partainya, Ahmad Sahroni dan Nafa Urbach. ""Itu mekanisme DPR yang harus kita hormati, kan. Partai sudah memberikan nonaktif, MKD melaksanakan prosesnya, sebagaimana mekanisme yang ada di dewan, saya pikir itu juga kita hormati,"" kata Paloh dalam keterangan tertulis, Minggu (9/11). Lihat Juga : Surya Paloh Dukung Soeharto Jadi Pahlawan Nasional ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Paloh mengatakan hingga kini partainya belum memutuskan untuk mengganti kedua anggota DPR itu. ""Sampai saat ini belum [melakukan PAW]. Maksudnya memang kita menghormati ya semua proses itu,"" ujarnya. Sebelumnya, MKD menjatuhkan sanksi nonaktif enam bulan kepada Sahroni dan tiga bulan untuk Nafa Urbach. Penonaktifan terhitung sejak keduanya dinonaktifkan partai mereka masing-masing pada akhir Agustus lalu. Lihat Juga : KPK Panggil Politikus NasDem Rajiv Terkait Kasus CSR BI Sahroni dijatuhi sanksi karena pernyataannya saat merespons usul pembubaran DPR. MKD menilai respons Sahroni kurang bijak. Sedangkan, Nafa dijatuhi sanksi karena pernyataannya terkait tunjangan rumah dinas DPR. (yoa/fea) [Gambas:Video CNN]",Nasional > Politik
Istana Ungkap Alasan Soeharto Resmi Dapat Gelar Pahlawan Nasional,"Jakarta, CNN Indonesia -- Juru Bicara Istana sekaligus Menteri Sekretaris Negara Prasetyo Hadi mengungkap alasan pemberian gelar pahlawan nasional terhadap Presiden RI ke-2 Soeharto . Prasetyo menjelaskan hal itu merupakan bagian dari menghormati para pemimpin terdahulu bangsa. Ia menegaskan Soeharto memiliki jasa yang luar biasa terhadap bangsa dan negara di masa kepemimpinannya. ""Itukan bagian dari bagaimana kita menghormati para pendahulu. Terutama para pemimpin kita yang apapun sudah pasti memiliki jasa yang luar biasa terhadap bangsa dan negara,"" ujarnya kepada wartawan di Jalan Kertanegara IV, Minggu (9/11). ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Lihat Juga : Gus Mus Kritik Rencana Pemberian Gelar Pahlawan Nasional Soeharto Ia mengatakan sebelum resmi diberikan gelar pahlawan nasional, Presiden Prabowo Subianto juga sudah menerima masukan dari pelbagai pihak termasuk pimpinan MPR dan DPR. ""Beliau menugaskan beberapa untuk berkomunikasi dengan para tokoh, mendapatkan masukan dari berbagai pihak sehingga diharapkan apa yang nanti diputuskan oleh Pak presiden, oleh Pemerintah itu, sudah melalui berbagai masukan,"" tuturnya. Prasetyo mengatakan pengumuman pemberian gelar pahlawan nasional terhadap Soeharto akan dilakukan secara langsung oleh Presiden pada Senin (10/11) besok, bertepatan dengan Hari Pahlawan. Selain Soeharto, kata dia, terdapat sembilan orang tokoh lainnya yang juga akan mendapat gelar pahlawan nasional pada tahun ini. ""Besok, insya Allah akan diumumkan. Kurang lebih 10 nama. [Soeharto] Ya, masuk, masuk,"" tuturnya. Lihat Juga : Prabowo Umumkan 10 Pahlawan Nasional Besok, Termasuk Soeharto (tfq/dal) [Gambas:Video CNN]",Nasional > Politik
Gus Mus Kritik Rencana Pemberian Gelar Pahlawan Nasional Soeharto,"Jakarta, CNN Indonesia -- Mustasyar Pengurus Besar Nahdlatul Ulama (PBNU) KH Ahmad Mustofa Bisri ( Gus Mus ) menolak rencana pemberian gelar Pahlawan Nasional untuk Presiden ke-2 RI Soeharto . ""Saya paling tidak setuju kalau Soeharto dijadikan Pahlawan Nasional,"" kata Gus Mus di kediamannya di Leteh, Rembang, Jawa Tengah, dilansir dari NU Online, Minggu (9/11). Ia menceritakan banyak ulama pesantren dan NU diperlakukan tidak adil selama Soeharto berkuasa. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT ""Banyak kiai yang dimasukin sumur, papan nama NU tidak boleh dipasang, yang suruh dipasang banyak dirobohin oleh bupati-bupati. Adik saya sendiri, Kiai Adib Bisri akhirnya keluar dari PNS karena dipaksa masuk Golkar,"" kata Gus Mus. ""Kiai Sahal Mahfudh itu didatangi pengurus Golkar Jawa Tengah diminta jadi penasehat Golkar Jawa Tengah. Kiai Sahal tidak mau, saya menyaksikan sendiri,"" imbuh dia. Lihat Juga : Gus Ipul Soal Polemik Gelar Pahlawan: Soeharto Memenuhi Syarat Menurutnya, banyak ulama dan pejuang bangsa yang memiliki jasa besar, tetapi keluarganya tidak pernah mengusulkan gelar pahlawan untuk mereka. Hal itu untuk menjaga keikhlasan amal kebaikan almarhum. ""Banyak kiai yang dulu berjuang, tapi keluarganya tidak ingin mengajukan gelar pahlawan. Alasannya supaya amal kebaikannya tidak berkurang di mata Allah. Kalau istilahnya, menghindari riya',"" kata Rais Aam PBNU 2014-2015 itu. Pengasuh Pesantren Raudlatut Thalibin, Leteh, Rembang, Jawa Tengah itu mengatakan orang NU yang setuju Soeharto sebagai pahlawan menunjukkan kurangnya pemahaman sejarah. Pernyataan itu dilontarkan Gus Mus terkait banyaknya tragedi di masa Orde Baru dengan para kiai, santri, dan warga NU yang menjadi korbannya. ""Orang NU kalau ada yang ikut-ikutan mengusulkan berarti tidak ngerti sejarah,"" ujarnya. Lihat Juga : Daftar 40 Nama Calon Pahlawan Nasional yang Diusulkan Tahun 2025 Soeharto masuk dalam daftar 40 nama yang diusulkan sebagai pahlawan nasional. Daftar nama itu telah resmi diserahkan kepada Menteri Kebudayaan sekaligus Ketua Dewan Gelar, Tanda Jasa, dan Tanda Kehormatan (GTK) Fadli Zon di Kantor Kementerian Kebudayaan, Jakarta, Selasa (21/10). Usulan itu menimbulkan pro dan kontra. PDIP dan koalisi masyarakat sipil termasuk pihak yang menolak. Lalu Gerindra hingga NasDem mendukung usulan itu. Gerindra menilai Soeharto adalah tokoh yang berjasa pada negara. Sementara itu, Menteri Sosial (Mensos) Saifullah Yusuf alias Gus Ipul mengatakan nama-nama yang diusulkan, termasuk Soeharto telah memenuhi syarat. ""Menyangkut gelar pahlawan tentu pada saatnya akan diumumkan. Semua proses telah dilalui berjenjang mulai dari bawah sampai ke atas. Siapapun nanti yang diputuskan oleh Presiden (Prabowo Subianto), semuanya telah dinyatakan memenuhi syarat,"" kata Gus Ipul. Lihat Juga : Soeharto-Marsinah Masuk 49 Nama Calon Pahlawan yang Digagas ke Prabowo Istana sudah buka suara soal isu tersebut. Menteri Sekretaris Negara Prasetyo Hadi mengatakan pro kontra terhadap usulan Soeharto menjadi pahlawan nasional merupakan hal yang lumrah terjadi dalam kehidupan berdemokrasi. ""Jadi begini, mengenai gelar pahlawan itu tentunya melalui semua prosedur. Bahwa ada pro kontra, bahwa ada yang mungkin setuju mungkin tidak itu bagian dari aspirasi,"" kata Pras di Istana Kepresidenan Jakarta, Jumat (7/11). Meski begitu, Pras mengajak seluruh pihak untuk memandang suatu hal dari segi positifnya. Terlebih, jika berkenaan dengan pemimpin terdahulu. Ia mengatakan kita sebagai penerus bangsa harus menghormati jasa mereka. ""Mari kita kurangi untuk selalu melihat kekurangan-kekurangan,"" ucap dia. Lihat Juga : WTF Politics: Menimbang Gelar Pahlawan Nasional Soeharto (yoa/dal) [Gambas:Video CNN]",Nasional > Politik
Keponakan Prabowo Klaim Sempat Jadi Target Penjarahan Demo Agustus,"Jakarta, CNN Indonesia -- Politikus Partai Gerindra Rahayu Sarawasti Djojohadikusumo alias Sara bercerita sempat menjadi target penjarahan saat gelombang demonstrasi pada akhir Agustus lalu. Sara mengaku tak mudah membuat keputusan untuk mundur sebagai anggota DPR. Ia mengatakan sudah mengeluarkan banyak dana dan kerja keras banyak pihak untuk dapat kursi DPR. Sara bercerita saat peristiwa demo, ia harus mengevakuasi anak-anaknya dari rumah karena menjadi target penjarahan. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT ""Tidak mudah saat harus mengevakuasi anak-anak dari rumah karena menjadi salah satu yang ditarget untuk penjarahan. Tidak mudah saat menyadari reputasi yang telah saya bangun dengan kerja keras dan integritas bisa semudah itu dirusak oleh disinformasi dan orang-orang bayaran (bahkan ada kawan-kawan saya yang termakan oleh framing tersebut),"" kata Sara dalam postingan di akun instagram pribadi, Minggu (9/11). Lihat Juga : MKD Tolak Pengunduran Anggota DPR, Sara Gerindra Buka Suara Di lain sisi, keponakan Presiden Prabowo Subianto mengaku masih belum tahu bagaimana harus merespons keputusan Mahkamah Kehormatan Dewan (MKD) yang menolak pengunduran dirinya sebagai anggota DPR. Ia meminta semua pihak memberikan waktu baginya untuk mengambil keputusan. ""Maka dari itu, izin dan tanpa mengurangi rasa hormat saya kepada para pimpinan partai dan fraksi, maupun kepada para konstituen dapil, para tokoh dan senior yang telah meminta saya kembali. Saya mohon waktu untuk bisa mengambil keputusan agar tidak gegabah,"" katanya. MKD sebelummya menolak pengunduran dirinya lewat keputusan yang diumumkan pada Kamis. MKD menyebut Sara tak pernah mengajukan secara resmi untuk mundur. Kedua, Sara disebut tak pernah melakukan pelanggaran apapun, kecuali atas pernyataannya yang sempat viral pada Februari 2025 lalu. ""Nah keputusan Mahkamah Partai itu kemudian dikirim ke MKD. Yang kemudian setelah diperiksa oleh MKD, dan juga memang tidak ada pelaporan di MKD, ya akhirnya menguatkan putusan itu,"" kata Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad saat dihubungi, Kamis (30/10). Lihat Juga : Permohonan Mundur Ditolak, Sara Gerindra Tetap Anggota DPR (yoa/dal) [Gambas:Video CNN]",Nasional > Politik
Gus Ipul Soal Polemik Gelar Pahlawan: Soeharto Memenuhi Syarat,"Jakarta, CNN Indonesia -- Menteri Sosial (Mensos) Saifullah Yusuf alias Gus Ipul merespons polemik usulan pemberian gelar pahlawan bagi puluhan tokoh, di mana salah satunya adalah Presiden ke-2 Soeharto . ""Menyangkut gelar pahlawan tentu pada saatnya akan diumumkan. Semua proses telah dilalui berjenjang mulai dari bawah sampai ke atas. Siapa pun nanti yang diputuskan oleh presiden (Prabowo Subianto), semuanya telah dinyatakan memenuhi syarat,"" jelasnya usai menjenguk korban ledakan SMA 72 di RS Islam Jakarta Cempaka Putih, Minggu (9/11). ""Pak Presiden (kedua) Soeharto memenuhi syarat, Presiden (keempat) Abdurrahman Wahid memenuhi syarat, pejuang buruh Marsinah memenuhi syarat, Syekh Kholil Bangkalan juga memenuhi syarat,"" tegas Gus Ipul. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Lihat Juga : Daftar 40 Nama Calon Pahlawan Nasional yang Diusulkan Tahun 2025 Gus Ipul menegaskan masih banyak nama pejuang dan pahlawan yang diusulkan dari berbagai provinsi. Ia menekankan pengumuman resmi pemberian gelar pahlawan tinggal menunggu waktu. Gus Ipul kemudian merespons soal sejumlah pihak yang masih memprotes pemberian gelar pahlawan untuk Soeharto. ""Itu adalah bagian dari proses, dinamika, ya lampiran lah dari keputusan gelar pahlawan ini,"" komentar sang menteri soal penolakan pemberian gelar pahlawan kepada Soeharto. ""Mari kita ingat yang baik-baik, sambil kita catat yang kurang-kurang untuk mudah-mudahan tidak terulang lagi ke depan,"" tambah dia. Lihat Juga : Surya Paloh Dukung Soeharto Jadi Pahlawan Nasional Ada 49 nama yang akan diberikan gelar pahlawan. Gus Ipul sudah menyerahkan daftar nama tersebut kepada Prabowo melalui Menteri Kebudayaan Fadli Zon. Nama-nama yang diusulkan terdiri dari 40 usulan baru serta 9 dari usulan sebelumnya yang belum ditetapkan oleh presiden. (skt/fea) [Gambas:Video CNN]",Nasional > Politik
"Berapa Ranking FIFA Honduras, Lawan Indonesia di Piala Dunia U-17?","Jakarta, CNN Indonesia -- Timnas Indonesia U-17 akan jumpa dengan Honduras dalam lanjutan Piala Dunia U-17 2025 . Berapa ranking FIFA tim Amerika Selatan ini? Mengacu Ranking FIFA terbaru yang dirilis pada 27 Oktober 2025, Honduras berada pada urutan ke-64. Adapun Timnas Indonesia berada di peringkat ke-122. Terlihat jelas bahwa posisi Indonesia dan Honduras cukup jauh. Hanya saja tim nasional kategori usia, apalagi U-17, tidak bisa menjadi mengacu pada ranking tersebut. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Pilihan Redaksi Daftar 8 Tim Tersingkir dari Piala Dunia U-17 2025 Kata-kata Pelatih Sassuolo Usai Jay Idzes Cs Bantai Atalanta Jadwal Indonesia vs Honduras: Kapan, Jam Berapa, Tayang di Mana? Zambia misalnya, jika mengacu ranking FIFA, berada di urutan ke-87. Namun, Zambia U-17 bisa mengalahkan Honduras dengan skor meyakinkan 5-2 pada 7 November lalu. Karena itu pula Indonesia tetap punya peluang atas Honduras. Apalagi, skor pertandingan menunjukkan bahwa pertahanan dan permainan Garda Muda lebih baik. Timnas Indonesia juga telah membuktikan hal tersebut. Kendati berada di luar posisi 100 besar dunia, tim Merah Putih bisa menaklukkan tim-tim berperingkat lebih baik. Arab Saudi (58), China (93), dan Bahrain (90) adalah sedikit contohnya. Ketiga negara ini bisa ditaklukkan Indonesia meski secara matematika sangat sulit. Begitu juga Indonesia U-17, sangat punya peluang mengalahkan Honduras. Meski sepak bola Honduras dianggap lebih maju, tidak menjadi ukuran bahwa Indonesia akan kalah. [Gambas:Video CNN] (jun)",Olahraga > Sepakbola
Striker Maroko Usai Menang 16-0: Kami Tidak Mempermalukan Lawan,"Jakarta, CNN Indonesia -- Striker Maroko, Ziyad Baha menyatakan timnya tidak mempermalukan Kaledonia Baru meski menang dengan skor sangat telak 16-0 di Piala Dunia U-17 2025 , Minggu (10/11). Maroko berhasil mengalahkan Kaledonia Baru dengan skor 16-0. Kemenangan besar itu membuat mereka duduk di posisi puncak klasemen peringkat tiga terbaik dan punya peluang besar untuk lolos ke babak 32 besar. Dalam pandangan Baha, kemenangan 16-0 itu bukan dalam rangka mempermalukan lawan. Mereka punya tujuan penting yang membuat mereka terus menyerang dan memburu banyak gol. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Pilihan Redaksi Statistik Hebat Jay Idzes Lawan Atalanta: Cuma Buat Satu Pelanggaran Rating Idzes saat Sassuolo Bantai Atlanta: Dinilai Jadi Terbaik Head to Head Indonesia U-17 vs Honduras: Belum Kalah dari Tim Concacaf ""Kami berhasil melakukannya! Kami tidak mempermalukan lawan."" ""Kami melakukan pendekatan pada laga ini seperti halnya laga lain karena kami tahu bahwa kami harus menang untuk bisa lolos ke babak berikutnya. Kami sangat bangga,"" ucap Baha seperti dikutip dari situs resmi Piala Dunia U-17 2025. Dalam laga tersebut, Maroko berhasil memimpin 7-0 di babak pertama. Namun hal itu tak membuat mereka berpuas diri. Lantaran kebobolan delapan gol dan tak bisa mencetak dua gol di dua laga awal, pemain Maroko terus memburu gol demi bisa berada di posisi yang bagus. ""Pada jeda istirahat babak pertama, pelatih berkata pada kami untuk tidak terlena dan terus melanjutkan."" ""Dia percaya pada kami. Ini adalah kebanggaan bagi kami dan suporter yang selalu mendukung kami. Kami harus memberikan timbal balik kepada mereka di lapangan,"" kata pemain Maroko lainnya, Nahel Haddini. [Gambas:Video CNN] (ptr/jun)",Olahraga > Sepakbola
Daftar Harga Tiket Timnas Indonesia U-23 vs Mali: Termahal Rp75 Ribu,"Jakarta, CNN Indonesia -- Timnas Indonesia U-23 akan menjalani dua laga uji coba internasional melawan Mali pada pertengahan November. Berikut daftar harga tiket Indonesia vs Mali . Laga uji coba internasional Indonesia vs Mali akan digelar pada 15 dan 18 November. Kedua pertandingan bakal dimainkan di Stadion Pakansari, Kabupaten Bogor, pukul 20.00 WIB. Dua laga uji coba ini merupakan persiapan Garuda Muda jelang SEA Games 2025 mendatang di Thailand yang berlangsung 3-18 Desember. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Pilihan Redaksi Daftar 8 Tim Tersingkir dari Piala Dunia U-17 2025 Kata-kata Pelatih Sassuolo Usai Jay Idzes Cs Bantai Atalanta Jadwal Indonesia vs Honduras: Kapan, Jam Berapa, Tayang di Mana? Sebelumnya, Garuda Muda melakoni dua laga uji coba melawan India di Stadion Madya, Jakarta, pada Oktober 2025. Indonesia kalah 1-2 di laga perdana dan imbang 1-1 di pertemuan jilid kedua. Laga melawan Mali diharapkan bisa jadi evaluasi bagi jajaran pelatih yang dipimpin Indra Sjafri. PSSI sudah menyiapkan tiket untuk pertandingan ini. Penjualan tiket dimulai pada hari Senin (10/11). Harga tiket dijual dengan empat kategori yakni Barat, Timur, Selatan, Utara. Tiket dijual dengan harga terjangkau mulai dari Rp50 ribu hingga Rp75 ribu. Setiap pembeli tiket wajib mempunyai akun Garuda ID. Selain itu, pembeli tiket secara resmi di pertandingan ini akan mendapatkan jaminan perlindungan asuransi. Bagi penonton atau suporter yang ingin membeli tiket, PSSI mengimbau lewat cara resmi via daring. Pembelian tiket di luar cara resmi bisa berisiko palsu. Daftar Harga Tiket Indonesia vs Mali U-23: Mandiri Garuda West: Rp75.000 Freeport Garuda East: Rp75.000 Indomilk Garuda South: Rp50.000 Aqua Garuda North: Rp50.000 [Gambas:Video CNN] (ptr)",Olahraga > Sepakbola
Daftar 5 Wakil Indonesia di Kumamoto Masters 2025,"Jakarta, CNN Indonesia -- PP PBSI resmi mengirim lima wakil Indonesia untuk tampil dalam Kumamoto Masters 2025 di Jepang pada 11-16 November 2025. Kelima wakil yang dikirim tersebut adalah dua tunggal putra, dua tunggal putri, dan satu ganda putri. Pengumuman tersebut dirilis PBSI pada Senin (10/11) sore. Dari nomor ganda putra, wakil yang dikirim adalah Alwi Farhan dan Moh Zaki Ubaidillah. Untuk ganda putri, yang dikirim adalah Gregoria Mariska dan Ni Kadek Dhinda. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Pilihan Redaksi Daftar 8 Tim Tersingkir dari Piala Dunia U-17 2025 Jadwal Indonesia vs Honduras: Kapan, Jam Berapa, Tayang di Mana? Berapa Ranking FIFA Honduras, Lawan Indonesia di Piala Dunia U-17? Sedangkan dari ganda putri yang dikirim adalah pasangan Apriyani Rahayu/Siti Fadia. Ketiganya diharapkan bisa tampil maksimal dalam turnamen level 500 tersebut. ""Indonesia mengirimkan lima wakil di ajang BWF Super 500 ini. Kumamoto Masters 2025 bakal berlangsung di Kumamoto Prefectural Gymnasium pada 11-16 November,"" tulis PBSI. Pada tahun lalu, pencapaian Indonesia dalam Komamoto Masters adalah juara untuk nomor ganda putra. Ganda yang meraih gelar juara adalah Fajar Alfian/Rian Ardianto. Pencapaian lainnya dari nonor tunggal putri. Gregoria mencapai babak final, tetapi takluk dari wakil tuan rumah, Akane Yamaguchi. Gregoria kalah 12-21, 12-21. Bisakah Indonesia meraih prestasi dalam ajang ini, seperti tahun sebelumnya? Lima wakil Indonesia ini akan berjuang maksimal untuk meraih hasil terbaik. [Gambas:Video CNN] (abs/ptr)",Olahraga > Raket
